file_name,folder,contrast,dissimilarity,homogeneity,energy,correlation
..\HAM10000_images_part_1\ISIC_0024306.jpg,HAM10000_images_part_1,30.916638380845086,3.596126367917493,0.2857919964784299,0.04923724246208094,0.9936883333509918
..\HAM10000_images_part_1\ISIC_0024307.jpg,HAM10000_images_part_1,65.32975943366802,5.012871430731495,0.22942256472585312,0.05037283208639365,0.9797295144935737
..\HAM10000_images_part_1\ISIC_0024308.jpg,HAM10000_images_part_1,48.352198704410846,4.346863138328791,0.26934722660763283,0.0369944600863345,0.9944514731664648
..\HAM10000_images_part_1\ISIC_0024309.jpg,HAM10000_images_part_1,20.90082010601683,3.3638401346548457,0.2840310192787878,0.04903111219124601,0.9931783420327345
..\HAM10000_images_part_1\ISIC_0024310.jpg,HAM10000_images_part_1,59.48623737275149,5.249708148510322,0.2093761332705278,0.029697896202109903,0.9815189161766366
..\HAM10000_images_part_1\ISIC_0024311.jpg,HAM10000_images_part_1,28.343891876835055,3.643291109615589,0.2928484790013717,0.04880544669539442,0.9932983888623155
..\HAM10000_images_part_1\ISIC_0024312.jpg,HAM10000_images_part_1,45.55945996358692,4.096834814809306,0.28738002672173,0.05277257845195857,0.9752430047640456
..\HAM10000_images_part_1\ISIC_0024313.jpg,HAM10000_images_part_1,18.53804314313347,2.3385147067268353,0.40830859979419276,0.053831991479679826,0.9925106369965014
..\HAM10000_images_part_1\ISIC_0024314.jpg,HAM10000_images_part_1,33.7623174481597,2.9568563026143955,0.38912201916367656,0.06556521481019309,0.9752726973780216
..\HAM10000_images_part_1\ISIC_0024315.jpg,HAM10000_images_part_1,36.553441878508245,3.73065687202832,0.29001137741010113,0.039350274106760924,0.9858894923017605
..\HAM10000_images_part_1\ISIC_0024316.jpg,HAM10000_images_part_1,50.831572631053405,5.174921756193506,0.20548037338364872,0.04014440938780871,0.9895301819941618
..\HAM10000_images_part_1\ISIC_0024317.jpg,HAM10000_images_part_1,17.36420413838291,2.7144497128555836,0.34439215806897505,0.041808114022428136,0.9970835392455232
..\HAM10000_images_part_1\ISIC_0024318.jpg,HAM10000_images_part_1,36.158947031450175,4.381813747361663,0.23790534508480626,0.03846366653940383,0.9915417675621481
..\HAM10000_images_part_1\ISIC_0024319.jpg,HAM10000_images_part_1,36.93151724973447,3.672178803532571,0.28582341070305006,0.04194147890736866,0.9920057313885581
..\HAM10000_images_part_1\ISIC_0024320.jpg,HAM10000_images_part_1,125.5092883735741,6.976647836821989,0.1964331228378981,0.03166298658018277,0.975932770529288
..\HAM10000_images_part_1\ISIC_0024321.jpg,HAM10000_images_part_1,41.14198340445326,3.9215615845348113,0.265228646020759,0.06801477422580836,0.9639850330864308
..\HAM10000_images_part_1\ISIC_0024322.jpg,HAM10000_images_part_1,78.67818426084638,6.469784057628838,0.167066471248039,0.03723786276503067,0.9695765056352317
..\HAM10000_images_part_1\ISIC_0024323.jpg,HAM10000_images_part_1,104.76328727992164,4.651676804820702,0.28202529845074575,0.03676244552966381,0.9583264312316948
..\HAM10000_images_part_1\ISIC_0024324.jpg,HAM10000_images_part_1,34.741194905804804,3.2983671953461986,0.33604781522682176,0.09899081138535379,0.9608985531198635
..\HAM10000_images_part_1\ISIC_0024325.jpg,HAM10000_images_part_1,37.632385347248295,4.148617985039819,0.2539017996904933,0.04923525262346584,0.9908540258055168
..\HAM10000_images_part_1\ISIC_0024326.jpg,HAM10000_images_part_1,23.501175026099343,3.5298128655405634,0.27392201970602514,0.05184829609136912,0.9889309605013773
..\HAM10000_images_part_1\ISIC_0024327.jpg,HAM10000_images_part_1,72.55959786458416,6.023916115037888,0.18375803753993036,0.042101454587025175,0.9862436381011433
..\HAM10000_images_part_1\ISIC_0024328.jpg,HAM10000_images_part_1,45.20116824357514,4.5908304104547755,0.23761246966737662,0.033707331255773534,0.9862589142836922
..\HAM10000_images_part_1\ISIC_0024329.jpg,HAM10000_images_part_1,11.906900377660694,1.9512489713119978,0.4393393880929175,0.05094642146380585,0.9868032294925618
..\HAM10000_images_part_1\ISIC_0024330.jpg,HAM10000_images_part_1,33.81251692532592,2.401588119211306,0.4380300820205308,0.07160015543812015,0.9805559495212063
..\HAM10000_images_part_1\ISIC_0024331.jpg,HAM10000_images_part_1,24.438684493953666,2.78619044815681,0.36783571872445336,0.056356421828311284,0.9701235055550719
..\HAM10000_images_part_1\ISIC_0024332.jpg,HAM10000_images_part_1,32.285622172915424,2.703447223864404,0.3931454652419035,0.044891199256105914,0.9805773523935707
..\HAM10000_images_part_1\ISIC_0024333.jpg,HAM10000_images_part_1,68.84533869655729,4.613953659051483,0.2554497888530463,0.03166236796856873,0.977241721882254
..\HAM10000_images_part_1\ISIC_0024334.jpg,HAM10000_images_part_1,26.005249060237748,3.6678833856146458,0.2723474459640096,0.05218177545051618,0.9962505268880624
..\HAM10000_images_part_1\ISIC_0024335.jpg,HAM10000_images_part_1,16.562384356774608,2.903145256426305,0.3193542326374512,0.07367940715934351,0.9904536952277772
..\HAM10000_images_part_1\ISIC_0024336.jpg,HAM10000_images_part_1,26.502504979221733,3.29090734619565,0.32460179661265975,0.042008879638522345,0.9836035608834217
..\HAM10000_images_part_1\ISIC_0024337.jpg,HAM10000_images_part_1,188.13576651973779,10.692169877391958,0.14791835849451138,0.06631467349546075,0.8739640293304749
..\HAM10000_images_part_1\ISIC_0024338.jpg,HAM10000_images_part_1,27.082474332375277,2.7708606162873943,0.366051474180364,0.057761004738591894,0.9724529499862503
..\HAM10000_images_part_1\ISIC_0024339.jpg,HAM10000_images_part_1,12.875392979989336,2.6613731213533733,0.3350621340432583,0.0751120534162739,0.9970684418959731
..\HAM10000_images_part_1\ISIC_0024340.jpg,HAM10000_images_part_1,22.363401405935576,2.339904668198544,0.4864572362376352,0.04869834244447921,0.9933569517119923
..\HAM10000_images_part_1\ISIC_0024341.jpg,HAM10000_images_part_1,28.28305884560138,3.9215273419280416,0.2562703705513169,0.04400324997332392,0.9950360074307696
..\HAM10000_images_part_1\ISIC_0024342.jpg,HAM10000_images_part_1,75.26526598401445,5.252057852132502,0.2319765460520973,0.04737547218819479,0.9736955105517313
..\HAM10000_images_part_1\ISIC_0024343.jpg,HAM10000_images_part_1,29.54103046031929,3.663884814416835,0.3066177906543736,0.04131234299340307,0.9948781754316429
..\HAM10000_images_part_1\ISIC_0024344.jpg,HAM10000_images_part_1,30.22659246686405,3.1929471023015754,0.330348682074396,0.03736242705509604,0.987099945990597
..\HAM10000_images_part_1\ISIC_0024345.jpg,HAM10000_images_part_1,31.344635624973414,3.399316281383763,0.3156604254778215,0.06050481344025939,0.9563293039868848
..\HAM10000_images_part_1\ISIC_0024346.jpg,HAM10000_images_part_1,28.66986862848622,3.7359060396792643,0.27288836723993154,0.05999972084600634,0.9887158081478948
..\HAM10000_images_part_1\ISIC_0024347.jpg,HAM10000_images_part_1,10.47447273336448,2.297123623096978,0.38007285864051954,0.07529318535247143,0.9987141178834931
..\HAM10000_images_part_1\ISIC_0024348.jpg,HAM10000_images_part_1,67.35455099472888,5.881092553930725,0.18111576636712254,0.04602967768200461,0.9361923387416982
..\HAM10000_images_part_1\ISIC_0024349.jpg,HAM10000_images_part_1,23.196350576974158,2.929167717560283,0.33538132538039606,0.03112165173792884,0.9946944752218871
..\HAM10000_images_part_1\ISIC_0024350.jpg,HAM10000_images_part_1,30.590049847473253,3.5856182223816884,0.2866062395660204,0.06782203153215957,0.9893624013718634
..\HAM10000_images_part_1\ISIC_0024351.jpg,HAM10000_images_part_1,23.312703525817792,3.137121187192709,0.3610441870992067,0.055086449979085,0.9953227098657035
..\HAM10000_images_part_1\ISIC_0024352.jpg,HAM10000_images_part_1,11.665613527701657,2.114431860574355,0.43906325810779245,0.12999865253631154,0.9962166088758421
..\HAM10000_images_part_1\ISIC_0024353.jpg,HAM10000_images_part_1,13.874154600239034,2.78588556197143,0.3283564367857865,0.07075081305437966,0.9973025142163473
..\HAM10000_images_part_1\ISIC_0024354.jpg,HAM10000_images_part_1,45.92924796710182,5.09320988147779,0.2367629232856676,0.06692904666835084,0.9796686989948152
..\HAM10000_images_part_1\ISIC_0024355.jpg,HAM10000_images_part_1,12.863675239376517,2.247609074494775,0.3891874323520489,0.07474810219156142,0.9953537290740356
..\HAM10000_images_part_1\ISIC_0024356.jpg,HAM10000_images_part_1,19.980863609914078,1.6965992736595141,0.5259927492472207,0.0987814242794112,0.9742947251448211
..\HAM10000_images_part_1\ISIC_0024357.jpg,HAM10000_images_part_1,61.36028481024425,5.742158833971822,0.1830451553024805,0.03664924557468121,0.9636126356922328
..\HAM10000_images_part_1\ISIC_0024358.jpg,HAM10000_images_part_1,26.128867508497002,3.150844553881975,0.35467906401220917,0.04883176094552687,0.9876056802814333
..\HAM10000_images_part_1\ISIC_0024359.jpg,HAM10000_images_part_1,49.12689094492224,4.99794517867567,0.2174355879622175,0.03807665320339575,0.991130539459975
..\HAM10000_images_part_1\ISIC_0024360.jpg,HAM10000_images_part_1,23.777441242394833,3.450817985122445,0.28742252988125083,0.04115492570536342,0.9905989861985041
..\HAM10000_images_part_1\ISIC_0024361.jpg,HAM10000_images_part_1,25.040506976384375,3.6036133879612113,0.26636817788947886,0.03048341540340726,0.9949613323965486
..\HAM10000_images_part_1\ISIC_0024362.jpg,HAM10000_images_part_1,39.55396809889781,4.550899583525954,0.22735493868378706,0.04678925160843338,0.9938044275620104
..\HAM10000_images_part_1\ISIC_0024363.jpg,HAM10000_images_part_1,16.8074713542409,2.3411031991990283,0.39539509269529366,0.03896578853195455,0.9947023924179323
..\HAM10000_images_part_1\ISIC_0024364.jpg,HAM10000_images_part_1,42.138046784337824,4.942401716401044,0.19828542559796336,0.04386964160364513,0.9706265599699904
..\HAM10000_images_part_1\ISIC_0024365.jpg,HAM10000_images_part_1,72.04048933015059,6.41301215855511,0.16475464520727218,0.028775000631526375,0.981941891019206
..\HAM10000_images_part_1\ISIC_0024366.jpg,HAM10000_images_part_1,12.382439770627359,2.381639457559183,0.373766585496639,0.0667852051567692,0.9963462747665159
..\HAM10000_images_part_1\ISIC_0024367.jpg,HAM10000_images_part_1,33.07288026959886,3.6064361765195536,0.29620440552802796,0.03852263490875644,0.97978000069441
..\HAM10000_images_part_1\ISIC_0024368.jpg,HAM10000_images_part_1,174.2655530504523,6.513328197639469,0.2466307070632529,0.03262620513251218,0.9717721367907427
..\HAM10000_images_part_1\ISIC_0024369.jpg,HAM10000_images_part_1,84.77315274849737,6.146249645742987,0.19091294989579752,0.03840425021374882,0.9814362706120516
..\HAM10000_images_part_1\ISIC_0024370.jpg,HAM10000_images_part_1,35.406174594897294,4.440012088633244,0.22580032749586035,0.040786173759587645,0.9926851926416043
..\HAM10000_images_part_1\ISIC_0024371.jpg,HAM10000_images_part_1,32.78588275012095,3.230352751678434,0.32849162554454203,0.03938339057737801,0.9862815119437308
..\HAM10000_images_part_1\ISIC_0024372.jpg,HAM10000_images_part_1,23.34372446767462,3.0457844887276044,0.3349512796615702,0.03664824103855992,0.9877352831455678
..\HAM10000_images_part_1\ISIC_0024373.jpg,HAM10000_images_part_1,23.652150073082286,3.5201067093386267,0.27567970012643667,0.055718287077104744,0.9856742704823567
..\HAM10000_images_part_1\ISIC_0024374.jpg,HAM10000_images_part_1,78.7026941121865,5.720331284013321,0.20587728621762968,0.03633271973754365,0.9674633895417263
..\HAM10000_images_part_1\ISIC_0024375.jpg,HAM10000_images_part_1,34.73211541992984,4.413273438594143,0.225534193033163,0.061179334007795336,0.9201253129772823
..\HAM10000_images_part_1\ISIC_0024376.jpg,HAM10000_images_part_1,50.49787729249731,5.455364730316425,0.1844914141388645,0.04285778873313034,0.9525294843411195
..\HAM10000_images_part_1\ISIC_0024377.jpg,HAM10000_images_part_1,14.666316225404959,2.2277588477496315,0.434302051305651,0.060554865668837526,0.994650107690574
..\HAM10000_images_part_1\ISIC_0024378.jpg,HAM10000_images_part_1,13.232736780016515,2.1712746033044428,0.4306335903250579,0.06770045171500454,0.993401276699576
..\HAM10000_images_part_1\ISIC_0024379.jpg,HAM10000_images_part_1,46.66513716769555,5.055964296883486,0.20981957843756646,0.05973933723199095,0.9864741807519878
..\HAM10000_images_part_1\ISIC_0024380.jpg,HAM10000_images_part_1,14.720686842894555,2.2742906860564034,0.4497698339993837,0.06611548808599634,0.9930610452332292
..\HAM10000_images_part_1\ISIC_0024381.jpg,HAM10000_images_part_1,20.86360873511037,3.048062173345083,0.3178103034507331,0.03167154312396806,0.9945975008212837
..\HAM10000_images_part_1\ISIC_0024382.jpg,HAM10000_images_part_1,43.67579704109672,3.3793377820990926,0.3268410740541111,0.041433773788861636,0.9441121396113445
..\HAM10000_images_part_1\ISIC_0024383.jpg,HAM10000_images_part_1,22.472549500445965,3.4036229621959215,0.27740193588808026,0.04160466149475725,0.991375471875864
..\HAM10000_images_part_1\ISIC_0024384.jpg,HAM10000_images_part_1,184.63609127839894,7.266553520798293,0.20353126534646754,0.050814555287826836,0.9464840409811373
..\HAM10000_images_part_1\ISIC_0024385.jpg,HAM10000_images_part_1,27.563916501828707,3.904908851116621,0.2550184120367263,0.05679663842217566,0.9847577231544622
..\HAM10000_images_part_1\ISIC_0024386.jpg,HAM10000_images_part_1,84.74002949370369,6.547185434748748,0.17078169775552687,0.035700439234619914,0.9588371837712931
..\HAM10000_images_part_1\ISIC_0024387.jpg,HAM10000_images_part_1,28.517718458835333,3.8676183435313902,0.25604250762146297,0.03737111453775747,0.9841246175538034
..\HAM10000_images_part_1\ISIC_0024388.jpg,HAM10000_images_part_1,49.91055969871006,5.0795954359096385,0.22503163424729464,0.04639930048778679,0.9797452421742345
..\HAM10000_images_part_1\ISIC_0024389.jpg,HAM10000_images_part_1,37.49536263679175,3.9209466547809813,0.26610030194936507,0.05232336109198251,0.9830436510148477
..\HAM10000_images_part_1\ISIC_0024390.jpg,HAM10000_images_part_1,53.37476115382851,4.639569189906133,0.2574000632114357,0.038750278689626286,0.989992118495718
..\HAM10000_images_part_1\ISIC_0024391.jpg,HAM10000_images_part_1,40.515613179125154,4.729679230603344,0.22414370216456933,0.05629026000481396,0.9639059419087086
..\HAM10000_images_part_1\ISIC_0024392.jpg,HAM10000_images_part_1,17.486002323223687,2.84315096017077,0.33645101043631087,0.05167653936918699,0.9975382733811277
..\HAM10000_images_part_1\ISIC_0024393.jpg,HAM10000_images_part_1,14.69261722240606,2.836986739943129,0.3220346297700996,0.06919304828363884,0.9958418419186076
..\HAM10000_images_part_1\ISIC_0024394.jpg,HAM10000_images_part_1,16.53115436041839,2.894992872514157,0.32121123295312215,0.03571966828507618,0.9963705644907402
..\HAM10000_images_part_1\ISIC_0024395.jpg,HAM10000_images_part_1,19.69962567427606,3.201116171925575,0.29834799666198897,0.05138552379756952,0.9932376323073833
..\HAM10000_images_part_1\ISIC_0024396.jpg,HAM10000_images_part_1,31.376717219039065,4.209040808342205,0.23308908107981396,0.038274726523943814,0.9679081551440917
..\HAM10000_images_part_1\ISIC_0024397.jpg,HAM10000_images_part_1,174.5762756521324,6.8494105550618665,0.23470424490252104,0.030216776316989713,0.9654323720893577
..\HAM10000_images_part_1\ISIC_0024398.jpg,HAM10000_images_part_1,18.825684760730883,3.1003808319689776,0.3080352626703109,0.06029294256664001,0.9907970378594361
..\HAM10000_images_part_1\ISIC_0024399.jpg,HAM10000_images_part_1,24.49215237936774,3.6069375436624345,0.2728825339691644,0.04821521989944446,0.9929608992591052
